Tên công việc,Địa điểm,Ngày cập nhật,Ngành nghề,Hình thức,Lương,Kinh nghiệm,Cấp bậc,Hết hạn nộp,Tên công ty,Địa chỉ công ty,Người liên hệ,Qui mô công ty,Loại hình hoạt động
Nhân viên Kinh Doanh (Vật liệu xây dựng),['Đồng Nai'],20/11/2024,Bán hàng / Kinh doanh,Nhân viên chính thức,8 Tr - 20 Tr VND,1 - 2 Năm,Nhân viên,19/12/2024,"VIET HAN CONCRETE JSC.,","24-26 đường số 8B,phường An Phú,Quận 2,Tphcm.",Viet Han Concrete,100-499,Cổ phần
[Hưng Yên] Tuyển nhân viên bảo trì cơ khí,['Hưng Yên'],20/11/2024,"Cơ khí / Ô tô / Tự động hóa , Bảo trì / Sửa chữa",Nhân viên chính thức,9 Tr - 15 Tr VND,3 - 4 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH BIONU VIỆT NAM,"Lô L7, Khu công nghiệp dệt may Phố Nối B, Phường Dị Sử, Thị xã Mỹ Hào, Tỉnh Hưng Yên, Việt Nam",Ms Hoàn,25-99,
Cửa Hàng Trưởng,['Hà Nội'],20/11/2024,"Bán hàng / Kinh doanh , Hàng gia dụng / Chăm sóc cá nhân , Quản lý điều hành",Nhân viên chính thức,10 Tr - 20 Tr VND,1 - 2 Năm,Quản lý,19/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN HOÀNG MINH,"Tầng 17 tòa nhà Geleximco, số 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa, Hà Nội",HR Dept,100-499,Cổ phần
Nhân viên Bán hàng,['Hà Nội'],20/11/2024,"Bán hàng / Kinh doanh , Bán lẻ / Bán sỉ , Dịch vụ khách hàng",Nhân viên chính thức,7 Tr - 10 Tr VND,,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN HOÀNG MINH,"Tầng 17 tòa nhà Geleximco, số 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa, Hà Nội",HR Dept,100-499,Cổ phần
Chuyên viên Quản lý chất lượng,['Hà Nội'],20/11/2024,"Y tế / Chăm sóc sức khỏe , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,13 Tr - 15 Tr VND,Trên 2 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN Y DƯỢC VIETLIFE,"Dự án bệnh viện đa khoa Thanh Xuân , ngách 228, ngõ 192 Lê Trọng Tấn, Thanh Xuân, Hà Nội",Phòng Nhân sự,100-499,Cổ phần
Kế toán Tổng hợp (Làm việc tại Bình Phước),['Bình Phước'],20/11/2024,"Kế toán / Kiểm toán , Tài chính / Đầu tư",Nhân viên chính thức,10 Tr - 15 Tr VND,3 - 5 Năm,Nhân viên,19/12/2024,,,,,
"[KCN Việt Hương 1, Bình Dương] Nhân Viên Thiết Kế Khuôn Nhựa (12Tr-17Tr) (24884)",['Bình Dương'],20/11/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,12 Tr - 17 Tr VND,2 - 5 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH REERACOEN VIỆT NAM,"Cao ốc Zen Plaza, số 54-56 Nguyễn Trãi, phường Bến Thành, Quận 1",Yến,,Trách nhiệm hữu hạn
"[Thuận An, Bình Dương] Kỹ sư bán hàng / Sales Engineer (15Tr-20Tr) (24885)",['Bình Dương'],20/11/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Dịch vụ khách hàng",Nhân viên chính thức,15 Tr - 20 Tr VND,Trên 5 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH REERACOEN VIỆT NAM,"Cao ốc Zen Plaza, số 54-56 Nguyễn Trãi, phường Bến Thành, Quận 1",Yến,,Trách nhiệm hữu hạn
"[KCN Phúc Điền, Hải Dương] Nhân Viên Kinh Doanh (10Tr-13Tr) (24232)",['Hải Dương'],20/11/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Dịch vụ khách hàng",Nhân viên chính thức,10 Tr - 13 Tr VND,1 - 5 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH REERACOEN VIỆT NAM,"Cao ốc Zen Plaza, số 54-56 Nguyễn Trãi, phường Bến Thành, Quận 1",Yến,,Trách nhiệm hữu hạn
Chuyên viên Kiểm soát tuân thủ,['Hà Nội'],20/11/2024,"Kế toán / Kiểm toán , Quản lý điều hành , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,12 Tr - 17 Tr VND,3 - 5 Năm,Nhân viên,19/12/2024,CÔNG TY CP XNK HÓA CHẤT & THIẾT BỊ KIM NGƯU,41 Phố Trạm - Long Biên - Hà Nội,Ms.Linh,500-999,Cổ phần
Chuyên viên Thủ tục đầu tư,"['Hòa Bình', 'Hà Nội']",20/11/2024,"Tài chính / Đầu tư , Nông nghiệp , Bất động sản",Nhân viên chính thức,12 Tr - 17 Tr VND,2 - 5 Năm,Nhân viên,19/12/2024,HỢP TÁC XÃ NHÀ XANH TOÀN CẦU,"Số 100, ngõ 42, Phố Thành Công, Phường Thành Công, Quận Ba Đình",Khuất Đăng Binh,25-99,Cổ phần
Chuyên viên hành chính nhân sự,['Long An'],20/11/2024,"Hành chính / Thư ký , Nhân sự",Nhân viên chính thức,10 Tr - 12 Tr VND,2 - 3 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH HÓA CHẤT HÙNG XƯƠNG,"28/18/ 15-17 Lương Thế Vinh, Phường Tân Thới Hòa, Quận Tân Phú, TP. HCM",CÔNG TY TNHH HOÁ CHẤT HÙNG XƯƠNG,,Trách nhiệm hữu hạn
Phó Phòng Kinh Doanh (Tôn thép - Xi Măng),"['Bình Định', 'Hà Nội']",20/11/2024,"Bán hàng / Kinh doanh , Bán lẻ / Bán sỉ , Xây dựng",Nhân viên chính thức,20 Tr - 30 Tr VND,3 - 5 Năm,Trưởng nhóm / Giám sát,19/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN HOÀNG MINH,"Tầng 17 tòa nhà Geleximco, số 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa, Hà Nội",HR Dept,100-499,Cổ phần
"[VSIP I, Bình Dương] Sales & Marketing Executive (35M-50M) (24892)",['Bình Dương'],20/11/2024,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,35 Tr - 50 Tr VND,Trên 5 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH REERACOEN VIỆT NAM,"Cao ốc Zen Plaza, số 54-56 Nguyễn Trãi, phường Bến Thành, Quận 1",Yến,,Trách nhiệm hữu hạn
Chuyên viên Kế hoạch Kinh doanh (Long An),['Long An'],20/11/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh",Nhân viên chính thức,7 Tr - 10 Tr VND,1 - 2 Năm,Nhân viên,19/12/2024,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,"Số 5 đường Phạm Hùng, Mỹ đình 2, Quận Nam Từ Liêm, Hà Nội",Phòng nhân sự,Nhiều hơn 50.000,Nhà nước
Nhân Viên Kinh Doanh (Thu nhập 15-20 triệu),['Hà Nội'],20/11/2024,"Bán hàng / Kinh doanh , Thực phẩm & Đồ uống , Công nghệ thực phẩm / Dinh dưỡng",Nhân viên chính thức,15 Tr - 20 Tr VND,Trên 3 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHỆ THỰC PHẨM HOÀNG LÂM,"No01.LK03-04, khu đất dịch vụ cây Quýt, KĐT Văn Khê, Phường La Khê, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",Chị Hòa,100-499,Cổ phần
Store Manager_MC_HN,['Hà Nội'],20/11/2024,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,15 Tr - 25 Tr VND,1 - 2 Năm,Trưởng nhóm / Giám sát,19/12/2024,CÔNG TY TNHH SYBSY LTD.,"81 Đồng Khởi, Bến Nghé, Quận 1 , TP. HCM và 155 Bà Triệu. Hai Bà Trưng, Hà Nội",SYBSY,100-499,Trách nhiệm hữu hạn
AI ENGINEER,['Hà Nội'],20/11/2024,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY),"P804A, 22 Láng Hạ, Quận Đống Đa, Hà Nội",Ms Bình,1.000-4.999,Cổ phần
Data Scientist,['Hà Nội'],20/11/2024,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY),"P804A, 22 Láng Hạ, Quận Đống Đa, Hà Nội",Ms Bình,1.000-4.999,Cổ phần
Nhân viên SRE,['Hà Nội'],20/11/2024,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY),"P804A, 22 Láng Hạ, Quận Đống Đa, Hà Nội",Ms Bình,1.000-4.999,Cổ phần
Trưởng nhóm SRE,['Hà Nội'],20/11/2024,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Trưởng nhóm / Giám sát,19/12/2024,CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY),"P804A, 22 Láng Hạ, Quận Đống Đa, Hà Nội",Ms Bình,1.000-4.999,Cổ phần
Nhân viên phát triển sản phẩm (Product Owner),['Hà Nội'],20/11/2024,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY),"P804A, 22 Láng Hạ, Quận Đống Đa, Hà Nội",Ms Bình,1.000-4.999,Cổ phần
Computer Vision Engineer,['Hà Nội'],20/11/2024,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY),"P804A, 22 Láng Hạ, Quận Đống Đa, Hà Nội",Ms Bình,1.000-4.999,Cổ phần
Lập trình viên Android,['Hà Nội'],20/11/2024,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY),"P804A, 22 Láng Hạ, Quận Đống Đa, Hà Nội",Ms Bình,1.000-4.999,Cổ phần
Nhân viên phân tích nghiệp vụ (Einvoice),['Hà Nội'],20/11/2024,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY),"P804A, 22 Láng Hạ, Quận Đống Đa, Hà Nội",Ms Bình,1.000-4.999,Cổ phần
[Nguyễn Huy Tưởng] Nhân viên Telesale Thẩm Mỹ,['Hà Nội'],20/11/2024,"Bán hàng / Kinh doanh , Dịch vụ khách hàng , Tư vấn",Nhân viên chính thức,15 Tr - 40 Tr VND,,Nhân viên,19/12/2024,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ UNION,"Tầng 2 tòa B Chung cư nhà ở xã hội Bộ công an, ngõ 282 Nguyễn Huy Tưởng, Thanh Xuân, Hà Nội",HRM,100-499,Trách nhiệm hữu hạn
Quản lý lớp học,['Hà Nội'],20/11/2024,"Bán hàng / Kinh doanh , Tư vấn , Giáo dục / Đào tạo",Nhân viên chính thức,15 Tr - 18 Tr VND,1 - 3 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN GIÁO DỤC HMT VIỆT NAM,"Số 4 ngõ 44/1 Đỗ Quang, Trung Hòa, Cầu Giấy, Hà Nội",Nguyễn Thị Định,25-99,Cổ phần
Tổ phó (Mảng ép nhựa),['Hải Dương'],20/11/2024,Sản xuất / Vận hành sản xuất,Nhân viên chính thức,13 Tr - 18 Tr VND,,Trưởng nhóm / Giám sát,19/12/2024,TẬP ĐOÀN AN PHÁT HOLDINGS,"Tầng 15, Tòa nhà PV Oil, 148 Hoàng Quốc Việt, Cầu Giấy",Hoàng Đạt,5.000-9.999,Cổ phần
[C3] Phạm Văn Đồng - Tổng đài viên Dự án Viettel Kênh 198,['Hà Nội'],20/11/2024,"Thủy sản / Hải sản , Tiếp thị / Marketing",Nhân viên chính thức,"6,5 Tr - 9 Tr VND",,Nhân viên,19/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
Kế toán Tổng hợp,['Nam Định'],20/11/2024,Kế toán / Kiểm toán,Nhân viên chính thức,10 Tr - 12 Tr VND,2 - 5 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH TRỐNG ĐỒNG VIỆT NAM,"Trống Đồng Palace, 72 Trần Đăng Ninh, Cầu Giấy,",Nguyen Thi Thuan,100-499,Trách nhiệm hữu hạn
[Hà Nội] - Nhân viên xuất nhập khẩu (hàng xuất),['Hà Nội'],20/11/2024,"Tư vấn , Vận chuyển / Giao nhận / Kho vận , Xuất nhập khẩu",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên,19/12/2024,SOTRANS GROUP - CÔNG TY CỔ PHẦN KHO VẬN MIỀN NAM,"1B Hoàng Diệu, phường 13, quận 4, Tp. HCM",HR Department,500-999,Cổ phần
Trợ lý giám đốc tiếng Trung,['Hà Nội'],20/11/2024,"Y tế / Chăm sóc sức khỏe , Hành chính / Thư ký , Biên phiên dịch",Nhân viên chính thức,12 Tr - 16 Tr VND,Trên 1 Năm,Nhân viên,19/12/2024,CÔNG TY TRÁCH NHIỆM HỮU HẠN AGTV VIỆT NAM,"40 đường N1, Bình Trưng Tây, TP Thủ Đức, TP HCM",Minh Khuê,25-99,Trách nhiệm hữu hạn
Quản Lý Cửa Hàng Dĩ An,['Bình Dương'],20/11/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Quản lý điều hành",Nhân viên chính thức,15 Tr - 20 Tr VND,1 - 2 Năm,Quản lý,19/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN THỜI TRANG MELYA.VN,"83 Nguyễn Khang,P.Yên Hòa,Q.Cầu Giấy,Tp.Hà Nội",Nguyễn Thị Hải Yến,100-499,Cổ phần
Product Marketing - Base Hà Nội,['Hà Nội'],20/11/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Cơ khí / Ô tô / Tự động hóa",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH 3D SMART SOLUTIONS,"Số 58/6 Đường Võ Văn Hát, Khu Phố Phước Hiệp, Phường Long Trường, Thành phố Thủ Đức, Tp Hồ Chí Minh, Việt Nam",Ms. Trang,25-99,Trách nhiệm hữu hạn
Nhân viên thống kê sản xuất,['Bạc Liêu'],20/11/2024,"Kế toán / Kiểm toán , Thống kê , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,"7 Tr - 8,5 Tr VND",1 - 5 Năm,Nhân viên,19/12/2024,CÔNG TY CP TẬP ĐOÀN TÂN LONG,"Trụ sở chính tầng 14, tòa nhà Diamond Flower, số 48 Lê Văn Lương, Thanh Xuân, Hà Nội",Bộ Phận Tuyển Dụng,Hơn 2500,Cổ phần
Nhân viên Chăm Sóc Khách Hàng,['Hà Nội'],20/11/2024,CNTT - Phần mềm,Nhân viên chính thức,8 Tr - 15 Tr VND,Trên 1 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN Z HOLDING,"B1 - R4 Royal City, Số 72A Nguyễn Trãi, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",Ms Liên,1.000-4.999,Cổ phần
Trưởng Nhóm Chăm Sóc Khách Hàng,['Hà Nội'],20/11/2024,"Bán hàng / Kinh doanh , Bất động sản , Quản lý điều hành",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Trưởng nhóm / Giám sát,19/12/2024,CÔNG TY TNHH BẤT ĐỘNG SẢN TSH LAND,"Tầng 6 tòa C6 Vinhomes D'Capitale 119 Trần Duy Hưng, Cầu Giấy, Hà Nội",Ms Hoàn,10-20,Trách nhiệm hữu hạn
Nhân Viên Kinh Doanh,['Hà Nội'],20/11/2024,"Bán hàng / Kinh doanh , Bất động sản , Tư vấn",Nhân viên chính thức,10 Tr - 40 Tr VND,,Nhân viên,19/12/2024,CÔNG TY TNHH BẤT ĐỘNG SẢN TSH LAND,"Tầng 6 tòa C6 Vinhomes D'Capitale 119 Trần Duy Hưng, Cầu Giấy, Hà Nội",Ms Hoàn,10-20,Trách nhiệm hữu hạn
Chuyên viên kinh doanh (Biết tiếng Hoa),"['Hải Phòng', 'Hà Nội']",20/11/2024,Bán hàng / Kinh doanh,Nhân viên chính thức,50 Tr - 65 Tr VND,1 - 2 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH GIẤY LEE&MAN VIỆT NAM,"Cum CN Tập trung Phú Hữu A-GD1, TT. Mái Dầm, H. Châu Thành, T. Hậu Giang",HR Tuyển dụng,1.000-4.999,100% vốn nước ngoài
Nhân Viên Kiểm Soát Dữ Liệu Nhân Sự,['Hà Nội'],20/11/2024,"Bán lẻ / Bán sỉ , Hành chính / Thư ký , Nhân sự",Nhân viên chính thức,7 Tr - 9 Tr VND,,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN Z HOLDING,"B1 - R4 Royal City, Số 72A Nguyễn Trãi, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",Ms Liên,1.000-4.999,Cổ phần
Trưởng nhóm rập (kỹ thuật),"['Hà Nội', 'Hải Dương']",20/11/2024,Dệt may / Da giày / Thời trang,Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Trưởng nhóm / Giám sát,19/12/2024,CÔNG TY CỔ PHẦN THỜI TRANG YODY,"Đường An Định, Phường Việt Hòa, TP.Hải Dương",Ms Quyên,1.000-4.999,Cổ phần
Senior ERP System Analyst,['Đồng Nai'],20/11/2024,"CNTT - Phần cứng / Mạng , CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,5 - 7 Năm,Nhân viên,04/12/2024,COHERENT VIETNAM,"36 Đường Số 4, VSIP1, Thuận An, Bình Dương",Talent Acquisition Team,1.000-4.999,Công ty đa quốc gia
Chuyên Viên Cấp Cao Thiết Kế Tổ Chức,['Hà Nội'],20/11/2024,"Quản lý điều hành , Nhân sự",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN THỜI TRANG YODY,"Đường An Định, Phường Việt Hòa, TP.Hải Dương",Ms Quyên,1.000-4.999,Cổ phần
[A1.1] Nhà Mạng Viettel Tuyển Dụng Nhân Viên CSKH Kênh 198 - không yêu cầu kinh nghiệm,['Hà Nội'],20/11/2024,"Bưu chính viễn thông , Dịch vụ khách hàng , Tư vấn",Nhân viên chính thức,7 Tr - 9 Tr VND,,Nhân viên,19/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
[A1.1] NHÂN VIÊN KIỂM DUYỆT HỒ SƠ VIETTEL - KHÔNG YÊU CẦU KINH NGHIỆM,['Hà Nội'],20/11/2024,"Dịch vụ khách hàng , Luật / Pháp lý , Mới tốt nghiệp / Thực tập",Nhân viên chính thức,7 Tr - 9 Tr VND,,Nhân viên,19/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
Trưởng Nhóm Tư Vấn Trung Tâm Anh Ngữ IELTS FIGHTER/Anh Ngữ Ms Hoa (Thu nhập 15M-40M),['Hà Nội'],20/11/2024,"Bán hàng / Kinh doanh , Tư vấn , Giáo dục / Đào tạo",Nhân viên chính thức,15 Tr - 40 Tr VND,1 - 3 Năm,Trưởng nhóm / Giám sát,19/12/2024,CÔNG TY CỔ PHẦN GIÁO DỤC VÀ ĐÀO TẠO IMAP VIỆT NAM,"46 Đinh Thị Thi, Khu Đô Thị Vạn Phúc, Thủ Đức",Mr Việt,1.000-4.999,Cổ phần
Chuyên Viên Phát Triển Vải Và Nguyên Phụ Liệu,"['Hà Nội', 'Hải Dương']",20/11/2024,Dệt may / Da giày / Thời trang,Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN THỜI TRANG YODY,"Đường An Định, Phường Việt Hòa, TP.Hải Dương",Ms Quyên,1.000-4.999,Cổ phần
Giám đốc Kinh doanh,['Hà Nội'],20/11/2024,"Chứng khoán , Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 2 Năm,Quản lý,19/12/2024,CÔNG TY CỔ PHẦN CHỨNG KHOÁN DẦU KHÍ (PSI),"Số 18 Lý Thường Kiệt, Quận Hoàn Kiếm, Hà Nội",Phòng nhân sự,100-499,Cổ phần
Chuyên Viên Content Digital Marketing,['Hà Nội'],20/11/2024,"Tiếp thị / Marketing , Quảng cáo / Đối ngoại / Truyền Thông , Truyền hình / Báo chí / Biên tập",Nhân viên chính thức,10 Tr - 14 Tr VND,Trên 1 Năm,Nhân viên,19/12/2024,CÔNG TY CP SCOTS ENGLISH AUSTRALIA,"Tầng 9, toà nhà Mitec, số 1 Dương Đình Nghệ, Cầu Giấy, Hà Nội",Ms Ngọc,100-499,Cổ phần
Kế toán quản trị,['Long An'],20/11/2024,"Kế toán / Kiểm toán , Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,19 Tr - 22 Tr VND,2 - 5 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN NHỰA TÁI CHẾ DUY TÂN,"Lô D2, Cụm Công nghiệp Nhựa Đức Hòa Hạ, Xã Đức Hòa Hạ, Huyện Đức Hoà, Long An",Phòng Nhân Sự,100-499,Cổ phần
Nhân Viên Content Marketing,['Hà Nội'],20/11/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Tiếp thị trực tuyến",Nhân viên chính thức,8 Tr - 13 Tr VND,1 - 5 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN CHỨNG NHẬN VÀ GIÁM ĐỊNH QUỐC TẾ ISOCERT,"Số 40A Lô 12, KĐT Định Công, Hoàng Mai, Hà Nội.",Mai Hằng,100-499,Cổ phần
Giám đốc Môi giới,['Hà Nội'],20/11/2024,"Chứng khoán , Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 2 Năm,Quản lý,19/12/2024,CÔNG TY CỔ PHẦN CHỨNG KHOÁN DẦU KHÍ (PSI),"Số 18 Lý Thường Kiệt, Quận Hoàn Kiếm, Hà Nội",Phòng nhân sự,100-499,Cổ phần
Kiến trúc sư Thiết kế 3D,['Hải Phòng'],20/11/2024,"Kiến trúc , Xây dựng , Nội ngoại thất",Nhân viên chính thức,8 Tr - 15 Tr VND,1 - 2 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG MẠNH TOÀN,"Số 21B4, lô 6B Lê Hồng Phong, Đông Khê, Ngô Quyền, Hải Phòng",Ms. Hương,100-499,Trách nhiệm hữu hạn
Thư ký tổng giám đốc,['Hà Nội'],20/11/2024,"Luật / Pháp lý , Hành chính / Thư ký",Nhân viên chính thức,15 Tr - 25 Tr VND,2 - 3 Năm,Nhân viên,19/12/2024,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,"Tầng 5 Tòa nhà 125 Hoàng Ngân, Trung Hòa, Cầu Giấy, Hà Nội",NS Hải Vân,500-999,Liên doanh
Chuyên viên Digital Marketing (Ngành BĐS),['Hà Nội'],20/11/2024,"Tiếp thị / Marketing , Quảng cáo / Đối ngoại / Truyền Thông , Bất động sản",Nhân viên chính thức,13 Tr - 20 Tr VND,2 - 8 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN DANKO,"Tòa Nhà C6, đường Trần Hữu Dực, phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội, Việt Nam",Bộ phận tuyển dụng,1.000-4.999,Cổ phần
Chuyên viên quản lý tài sản,['Hà Nội'],20/11/2024,"Hành chính / Thư ký , Bất động sản",Nhân viên chính thức,12 Tr - 20 Tr VND,Trên 3 Năm,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN DANKO,"Tòa Nhà C6, đường Trần Hữu Dực, phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội, Việt Nam",Bộ phận tuyển dụng,1.000-4.999,Cổ phần
TRƯỞNG NHÓM/CHUYÊN GIA/CVCC QUẢN TRỊ RỦI RO DANH MỤC,['Hà Nội'],20/11/2024,"Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Trưởng nhóm / Giám sát,19/12/2024,CÔNG TY TÀI CHÍNH BƯU ĐIỆN,Số 3 Đặng Thái Thân - Phường Phan Chu Trinh - Quận Hoàn Kiếm - Thành Phố Hà Nội.,Phòng Thu hút nhân tài,1.000-4.999,Trách nhiệm hữu hạn
CHUYÊN GIA XÂY DỰNG VÀ THIẾT KÊ SẢN PHẨM,['Hà Nội'],20/11/2024,"Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 7 Năm,Trưởng nhóm / Giám sát,19/12/2024,CÔNG TY TÀI CHÍNH BƯU ĐIỆN,Số 3 Đặng Thái Thân - Phường Phan Chu Trinh - Quận Hoàn Kiếm - Thành Phố Hà Nội.,Phòng Thu hút nhân tài,1.000-4.999,Trách nhiệm hữu hạn
Nhân viên kinh doanh cho thuê xe,['Hà Nội'],20/11/2024,"Dịch vụ khách hàng , Vận chuyển / Giao nhận / Kho vận , Du lịch",Nhân viên chính thức,8 Tr - 15 Tr VND,1 - 2 Năm,Nhân viên,19/12/2024,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,"Tầng 5 Tòa nhà 125 Hoàng Ngân, Trung Hòa, Cầu Giấy, Hà Nội",NS Hải Vân,500-999,Liên doanh
Nhân Viên Bộ Phận Pháp Chế,['Hà Nội'],20/11/2024,"Luật / Pháp lý , Tài chính / Đầu tư , Biên phiên dịch",Nhân viên chính thức,Cạnh tranh,Trên 2 Năm,Nhân viên,19/12/2024,SỞ GIAO DỊCH HÀNG HÓA VIỆT NAM,"Tầng 16, Tòa tháp VP Hòa Bình, Số106 Hoàng Quốc Việt, P.Nghĩa Đô, Q.Cầu Giấy, TP Hà Nội.",Bộ Phận Nhân sự MXV,25-99,Cổ phần
Chuyên gia Marketing,['Hà Nội'],20/11/2024,Tiếp thị / Marketing,Nhân viên chính thức,Cạnh tranh,Trên 2 Năm,Nhân viên,19/12/2024,CÔNG TY TÀI CHÍNH BƯU ĐIỆN,Số 3 Đặng Thái Thân - Phường Phan Chu Trinh - Quận Hoàn Kiếm - Thành Phố Hà Nội.,Phòng Thu hút nhân tài,1.000-4.999,Trách nhiệm hữu hạn
